A 马列主义、毛泽东思想、邓小平理论
		P33 水文科学（水界物理学）
			P331 水文调查
				P331.1 洪水调查
				P331.2 枯水调查
				P331.3 水文地理调查
			P332 水文观测（测验）
				P332.1 降水观测
				P332.2 蒸发观测
				P332.3 水位观测、河床观测
				P332.4 流量观测
				P332.5 泥沙观测
				P332.6 水温观测
				P332.7 水化学成分观测
				P332.8 冰情观测
			P333 水文分析与计算
				P333.1 水量平衡
				P333.2 暴雨洪涝的分析与计算
				P333.3 枯季径流的分析与计算
				P333.4 泥沙的分析与计算
				P333.5 水利化、水土保持对径流的影响
				P333.6 水文统计理论
				P333.9 计算技术在水文计算中的应用
			P334 水文实验
			P335 水文测验仪器与设备
			P336 水文站
			P337 水文记录、水文资料
				P337-3 水文记录及资料整编方法
			P338 水文预报
			P339 水文循环与水文气象
		P35 空间物理
			P352 电离层物理
				P352.1 电离层分层和结构
				P352.2 电离层形成、日当效应和日蚀效应
				P352.3 电离层中电磁波传播
				P352.4 电离层暴和电离层骚扰及其预报
				P352.5 电离层风和不均匀结构
				P352.6 大气啸音和甚低频发射
				P352.7 电离层探测
			P353 外层空间日地关系物理
				P353.1 地球的高空磁场及其探测
				P353.2 星际等离子体同地磁场相互作用
				P353.3 磁流波在地磁场中的传播
				P353.4 辐射带、高能粒子分布和环电流
				P353.7 太阳活动及其地球物理效应
				P353.8 星际磁场和太阳风
			P354 空间等离子体物理
				P354.1 稀薄等离子体物理
				P354.2 飞行体与等离子体相互作用
				P354.4 空间等离子体模拟实验
			P355 高空稀薄空气动力学
	P4 大气科学（气象学）
		P40 一般理论与方法
			P401 大气物理学
			P402 大气化学
			P403 高空气象学
			P404 近地面层气象学、近地面层大气物理学
			P405 卫星气象学
			P406 无线电气象学
			P407 大气遥感
				P407.1 被动式遥感
				P407.2 主动式遥感
				P407.3 声波大气遥感
				P407.4 光学大气遥感
				P407.5 激光大气遥感
				P407.6 红外大气遥感
				P407.7 微波大气遥感
				P407.8 遥感图像的识别与处理
			P409 电子计算机在大气科学上的应用
		P41 大气探测（气象观测）
			P411 气象观测网的组织和布局
			P412 探测技术与方法
				P412.1 地面气象观测
					P412.11 温度观测
					P412.12 气压观测
					P412.13 湿度、降水和蒸发观测
					P412.14 日照、日射观测
					P412.15 云的观测
					P412.16 风向、风速观测
					P412.17 能见度观测
				P412.2 高空气象探测、高层大气探测
					P412.21 测风气球探测
					P412.22 无线电测风探测
					P412.23 探空仪观测
					P412.24 飞机探测
					P412.25 雷达探测
					P412.26 火箭探测
					P412.27 卫星探测
					P412.291 平流层探测
					P412.292 对流层探测
					P412.293 臭氧层探测
					P412.294 电离层探测
					P412.295 超高层探测
				P412.3 极地观测
				P412.4 特殊观测
			P413 数据处理
			P414 大气探测仪器及设备
				P414.1 探空气球
				P414.2 探测飞机
				P414.3 气象火箭
				P414.4 气象卫星
				P414.5 辐射和温度测定仪器
				P414.6 气压测定仪器
				P414.7 测风仪器
				P414.8 湿度、凝结、蒸发测定仪器
				P414.9 云和降水测定仪器
			P416 观测记录
				P416.1 观测记录表簿的设计
				P416.2 地面观测记录
				P416.3 高空观测记录
				P416.4 极地观测记录
				P416.5 特殊观测记录
		P42 气象基本要素、大气现象
			P421 大气性质及大气结构
				P421.3 大气结构
					P421.31 对流层
					P421.32 平流层
					P421.33 臭氧层
					P421.34 电离层
					P421.35 超高层
			P422 大气辐射
				P422.1 太阳辐射
				P422.2 地球辐射
				P422.3 大气中的吸收、散射与传递
				P422.4 辐射平衡及热量平衡
				P422.6 特殊波长的辐射
				P422.9 其他辐射
			P423 大气温度
				P423.1 大气温度的结构
				P423.2 地面温度分布、等温线
				P423.3 地面温度变化
				P423.4 霜
				P423.5 近地面湍流层温度的垂直分布
				P423.6 高空温度
				P423.7 地球表面温度
			P424 气压
				P424.1 气压结构
				P424.2 气压分布
				P424.3 气压变化
				P424.4 高空气压
			P425 风
				P425.1 风的结构
				P425.2 湍流、阵风性和大气中的湍流扩散
				P425.3 近地表风的水平分布、流线
				P425.4 地表风的变化
				P425.5 特殊区域的风
				P425.6 风的影响
				P425.7 高空风
				P425.8 垂直气流
			P426 水汽、凝结和降水
				P426.1 湿度
				P426.2 蒸发与蒸散
				P426.3 凝结
				P426.4 雾
				P426.5 云
				P426.6 降水
					P426.61 普通降水
					P426.62 液态降水（降雨）
					P426.63 固态晶状降水
					P426.64 固态非晶状降水
					P426.65 降水中所含的外来物质
					P426.67 其他降水形成
			P427 大气现象
				P427.1 大气光学现象（大气光学）
				P427.2 能见度、浑浊度
				P427.3 大气电现象（大气电学）
					P427.31 晴天的电
					P427.32 不稳定天气的电
					P427.33 极光
					P427.34 天电干扰
					P427.35 天气对人工电磁辐射的影响
					P427.39 其他电现象
				P427.4 大气声学现象（大气声学）
			P429 气象灾害
		P43 动力气象学
			P431 大气静力学与大气准静力学
			P432 大气运动学
			P433 大气动力学
			P434 大气环流
			P435 数值试验
			P437 实验研究
		P44 天气学
			P441 气团和锋
			P442 急流和风在天气学上的分析
			P443 低气压和温带气旋
			P444 热带气象
			P445 中小尺度天气现象
			P446 雷暴
			P447 气旋、反气旋
			P448 大气环流在天气学上的分析
		P45 天气预报
			P451 预报工作的组织
			P452 民间看天经验
			P454 电码和符号
			P455 预报用图表
			P456 预报方法
				P456.1 短期预报方法
				P456.2 中期预报方法
				P456.3 长期预报方法
				P456.4 单站预报方法
				P456.5 补充订正预报方法
				P456.6 天气图预报法
				P456.7 数值预报方法
				P456.8 统计预报方法
				P456.9 其他预报方法
			P457 主要气象要素和天气现象预报
				P457.1 云预报
				P457.2 高空形势预报
				P457.3 温度预报
					P457.31 霜预报
					P457.32 高空温度预报
				P457.4 气压预报
				P457.5 风预报
				P457.6 降水预报
				P457.7 能见度预报
				P457.8 热带气旋、台风、飓风预报
				P457.9 雷暴预报
			P458 天气过程的分析
				P458.1 概况分析
				P458.2 中小尺度天气分析
				P458.3 个例分析
			P459 天气资料
				P459.1 天气公报
				P459.2 历史天气图
				P459.3 地面天气图
				P459.4 高空天气图
				P459.9 天气预报的效果及其检查
		P46 气候学
			P461 气候的形成和影响气候的因素
			P462 气候类型
				P462.1 气候分类方法
				P462.2 湿润气候（海洋性气候）
				P462.3 干燥气候（大陆性气候）
				P462.4 季节性气候
				P462.5 高山气候
			P463 中气候与小气候
				P463.1 中气候、局地气候（地方气候）
				P463.2 小气候
					P463.21 地形与小气候
					P463.22 森林植被与小气候
					P463.23 土壤与小气候
					P463.24 水体与小气候
					P463.25 冰雪与小气候
				P463.3 城市气候学
				P463.4 室内小气候
			P465 高空气候学
			P466 天气气候学
			P467 气候变化、历史气候
			P468 气候资料
				P468.0 统计方法、整理方法
			P469 气候图
		P47 海洋气象学
		P48 人工影响天气
			P481 人工降雨
			P482 人工防雹
			P483 人工消雷
			P484 人工消雾
			P485 人工气候室
		P49 应用气象学
	P5 地质学
		P51 动力地质学
			P511 内力作用
			P512 外力作用
				P512.1 风化作用
				P512.2 剥蚀作用、搬运作用、沉积作用
				P512.3 地上水作用
					P512.31 河流作用
					P512.32 湖泊、海洋作用
				P512.4 冰川作用
				P512.5 生物作用、人类地质作用
				P512.6 天体引力作用
		P52 古生物学
		P53 历史地质学、地层学
			P531 古地理学
			P532 古气候学
			P533 地球年龄（地质纪年学）
			P534 各时代地史及其地层
				P534.1 前寒武纪
				P534.2 太古代（界）
				P534.3 元古代（界）
					P534.31 震旦纪（系）
				P534.4 古生代（界）
					P534.41 寒武纪（系）
					P534.42 奥陶纪（系）
					P534.43 志留纪（系）
					P534.44 泥盆纪（系）
					P534.45 石炭纪（系）
					P534.46 二叠纪（系）
				P534.5 中生代（界）
					P534.51 三叠纪（系）
					P534.52 侏罗纪（系）
					P534.53 白垩纪（系）
				P534.6 新生代（界）
					P534.61 第三纪（系）
					P534.62 新第三纪（系）
					P534.63 第四纪（系）
			P535 区域地层学
			P536 地层与成矿
			P539 各类地层学
				P539.1 地震地层学
				P539.2 层序地层学
				P539.3 磁性地层学
				P539.4 勘探地层学
				P539.5 定量地层学
				P539.6 事件地层学
				P539.7 化学地层学
		P54 构造地质学
			P541 地球动力学与大地构造理论
			P542 构造运动
			P544 大地构造分区
			P546 新构造运动（新构造学）
			P547 历史大地构造学
			P548 区域构造地质学
		P55 地质力学
			P551 构造形迹力学性质
			P552 构造体系和构造形式
			P553 地壳应力与活动构造
			P554 地质力学研究方法与模拟试验
		P56 区域地质学
		P57 矿物学
			P571 矿物成因
			P572 矿物形态
			P573 矿物的构造
			P574 矿物的物理化学
				P574.1 物理性质
				P574.2 化学成分
			P575 矿物的鉴定及分析
				P575.1 电子探针
				P575.2 电子显微镜鉴定
				P575.3 微量化学分析
				P575.4 光谱分析、极谱分析
				P575.5 Ｘ射线分析
				P575.6 热分析
				P575.9 其他分析
			P577 矿物分布、区域矿物志
			P578 矿物分类
				P578.1 自然元素
				P578.2 硫化物
				P578.3 卤化物
				P578.4 氧化物和氢氧化物
				P578.5 硝酸盐
				P578.6 碳酸盐
				P578.7 硫酸盐
				P578.8 铬酸盐
				P578.91 钼酸盐和钨酸盐
				P578.92 磷酸盐、砷酸盐和矾酸盐
				P578.93 硼酸盐
				P578.94 硅酸盐（矽酸盐）
				P578.98 有机化合物
			P579 实验矿物学、应用矿物学
		P58 岩石学
			P581 岩石成因
			P583 岩石产状、结构和构造
			P584 岩石物理与岩石化学
			P585 岩石鉴定、分析
				P585.1 光学方法
				P585.2 物理方法
				P585.3 化学方法
			P586 岩相学
			P587 岩石分布、区域岩石志
			P588 岩石分类
				P588.1 岩浆岩（火成岩）
					P588.11 岩浆
					P588.12 侵入岩、深成岩
					P588.13 脉岩、浅成岩（次火山岩）
					P588.14 喷出岩（火山岩）
					P588.15 碱性岩
					P588.19 岩浆岩的地域分布
				P588.2 沉积岩
					P588.21 碎屑岩
					P588.22 粘土岩（泥质岩）
					P588.23 黄土岩
					P588.24 化学岩及生物化学岩
					P588.29 沉积岩地域分布
				P588.3 变质岩
					P588.31 接触变质作用及岩石
					P588.32 气成热液变质作用及岩石
					P588.33 动力变质作用及岩石
					P588.34 区域变质作用及岩石
					P588.35 复变质作用及岩石
					P588.36 混合岩化作用及岩石
					P588.37 变质原岩的恢复方法
					P588.39 变质岩的地域分布
			P589 实验岩石学、工艺岩石学
				P589.1 实验岩石学
				P589.2 工艺岩石学
		P59 地球化学
			P591 地球的化学成分
			P592 水地球化学
			P593 生物地球化学、气体地球化学
			P594 自然作用地球化学
			P595 元素地球化学
			P596 区域地球化学、景观地球化学
			P597 同位素地质学与地质年代学
			P599 实验地球化学
	P61 矿床学
	P62 地质、矿产普查与勘探
	P64 水文地质学与工程地质学
	P65 地震地质学
	P66 环境地质学
	P67 海洋地质学
	P68 宇宙地质学
	P691 行星地质学
	P694 灾害地质学
	P7 海洋学
		P71 海洋调查与观测
			P711 组织与布局
			P712 调查、观测规范
			P714 调查及观测方法
			P715 调查与观测技术设备
				P715.1 固定设备
				P715.2 浮标装置
				P715.3 调查船
				P715.4 水上观测技术设备
				P715.5 水下观测技术设备
				P715.6 航空与卫星观测技术设备
				P715.7 遥测技术设备
				P715.9 其他观测技术设备
			P716 调查与观测仪表
			P717 调查与观测资料
		P72 区域海洋学
			P721 太平洋
			P722 北太平洋
				P722.1 白令海
				P722.2 鄂霍次克海
				P722.3 日本海
				P722.4 渤海
				P722.5 黄海
				P722.6 东海
				P722.7 南海
				P722.8 加利福尼亚湾
				P722.9 阿拉斯加湾
			P723 南太平洋
				P723.1 苏禄海
				P723.2 苏拉威西海
				P723.3 爪哇海
				P723.4 班达海
				P723.5 阿拉弗拉海
				P723.6 珊瑚海
				P723.7 塔斯曼海
				P723.8 菲吉海
				P723.9 热带太平洋
			P724 印度洋
				P724.1 孟加拉海
				P724.2 安达曼海
				P724.3 阿拉伯海
				P724.7 红海
				P724.8 热带印度洋
			P725 大西洋
				P725.1 北大西洋
				P725.6 西大西洋
				P725.9 南大西洋（几内亚湾）
					P725.99 热带大西洋
			P726 地中海
				P726.1 利古里亚海
				P726.2 第勒尼安海
				P726.3 爱奥尼亚海
				P726.4 亚得里亚海
				P726.5 爱琴海
				P726.6 累旺特海
				P726.7 黑海
			P727 北冰洋
				P727.1 格陵兰海
				P727.2 巴伦支海
				P727.3 白海
				P727.4 喀拉海
				P727.5 巴芬湾
			P728 南大洋及南极
				P728.1 南大洋
					P728.11 威德尔海
					P728.12 罗斯海
					P728.13 德雷克海峡
				P728.2 南极
		P73 海洋基础科学
			P731 海洋水文学
				P731.1 海洋水文要素
					P731.11 温度
					P731.12 盐度
					P731.13 密度
					P731.14 水色透明度
					P731.15 海冰
